,user_id,recipe_id,ratings
1018,4,16,3
1019,4,17,4
1020,4,18,5
1021,4,19,3
1022,4,20,4
1023,4,21,5
1024,4,22,4
1025,4,23,3
1026,4,24,5
1027,4,25,5
1028,4,26,4
1029,4,27,5
1030,4,28,2
1031,4,29,3
1032,4,30,5
1033,4,31,5
1034,4,32,5
1035,4,33,5
1036,4,34,5
1037,4,35,3
1038,4,36,4
1039,4,37,2
1040,4,38,5
1041,4,39,3
1042,4,40,4
1043,4,41,4
1044,4,42,5
1045,4,43,5
1046,4,44,5
1047,4,45,4
1048,4,46,5
1049,4,47,2
1050,4,48,5
1051,4,49,5
1052,4,50,3
1053,4,51,5
1054,4,52,3
1055,4,53,5
1056,4,54,3
1057,4,55,5
1058,4,56,4
1059,4,57,5
1060,4,58,4
1061,4,59,5
1062,4,60,2
1063,4,61,2
1064,4,62,5
1065,4,63,5
1066,4,64,5
1067,4,65,4
1068,4,66,3
1069,4,67,4
1070,4,68,5
1071,4,69,3
1072,4,70,5
1073,4,71,5
1074,4,72,5
1075,4,73,4
1076,4,74,5
1077,4,75,3
1078,4,76,4
1079,4,77,3
1080,4,78,3
1081,4,79,4
1082,4,80,3
1083,4,81,4
1084,4,82,4
1085,4,83,5
1086,4,84,5
1087,4,85,4
1088,4,86,2
1089,4,87,4
1090,4,88,5
1091,4,89,5
1092,4,90,5
1093,4,91,5
1094,4,92,3
1095,4,93,4
1096,4,94,4
1097,4,95,4
1098,4,96,4
1099,4,97,3
1100,4,98,4
1101,4,99,5
1102,4,100,5
1103,4,101,4
1104,4,102,4
1105,4,103,5
1106,4,104,4
1107,4,105,4
1108,4,106,3
1109,4,107,5
1110,4,108,5
1111,4,109,3
1112,4,110,5
1113,4,111,5
1114,4,112,5
1115,4,113,5
1116,4,114,5
1117,4,115,5
1118,4,116,5
1119,4,117,5
1120,4,118,4
1121,4,119,4
1122,4,120,4
1123,4,121,4
1124,4,122,4
1125,4,123,3
1126,4,124,3
1127,4,125,5
1128,4,126,4
1129,4,127,5
1130,4,128,5
1131,4,129,3
1132,4,130,5
1133,4,131,4
1134,4,132,5
1135,4,133,4
1136,4,134,3
1137,4,135,5
1138,4,136,4
1139,4,137,3
1140,4,138,4
1141,4,139,3
1142,4,140,3
1143,4,141,3
1144,4,142,5
1145,4,143,5
1146,4,144,5
1147,4,145,3
1148,4,146,5
1149,4,147,5
1150,4,148,2
1151,4,149,3
1152,4,150,5
1153,4,151,4
1154,4,152,3
1155,4,153,3
1156,4,154,5
1157,4,155,5
1158,4,156,4
1159,4,157,4
1160,4,158,4
1161,4,159,5
1162,4,160,5
1163,4,161,5
1164,4,162,4
1165,4,163,3
1166,4,164,4
1167,4,165,5
1168,4,166,5
1169,4,167,5
1170,4,168,5
1171,4,169,5
1172,4,170,3
1173,4,171,5
1174,4,172,4
1175,4,173,4
1176,4,174,3
1177,4,175,5
1178,4,176,5
1179,4,177,4
1180,4,178,3
1181,4,179,3
1182,4,180,3
1183,4,181,3
1184,4,182,5
1185,4,183,5
1186,4,184,5
1187,4,185,4
1188,4,186,5
1189,4,187,4
1190,4,188,5
1191,4,189,4
1192,4,190,3
1193,4,191,3
1194,4,192,3
1195,4,193,2
1196,4,194,4
1197,4,195,4
1198,4,196,5
1199,4,197,5
1200,4,198,5
1201,4,199,5
1202,4,200,4
1203,4,201,4
1204,4,202,5
1205,4,203,3
1206,4,204,5
1207,4,205,4
1208,4,206,3
1209,4,207,5
1210,4,208,4
1211,4,209,4
1212,4,210,5
1213,4,211,2
1214,4,212,4
1215,4,213,4
1216,4,214,3
1217,4,215,5
1218,4,216,4
1219,4,217,5
1220,4,218,4
1221,4,219,5
1222,4,220,5
1223,4,221,4
1224,4,222,4
1225,4,223,4
1226,4,224,4
1227,4,225,3
1228,4,226,5
1229,4,227,3
1230,4,228,5
1231,4,229,4
1232,4,230,5
1233,4,231,4
1234,4,232,5
1235,4,233,3
1236,4,234,1
1237,4,235,3
1238,4,236,3
1239,4,237,2
1240,4,238,3
1241,4,239,5
1242,4,240,4
1243,4,241,4
1244,4,242,5
1245,4,243,3
1246,4,244,4
1247,4,245,4
1248,4,246,2
1249,4,247,4
1250,4,248,3
1251,4,249,5
1252,4,250,5
1253,4,251,5
1254,4,252,5
1255,4,253,5
1256,4,254,4
1257,4,255,4
1258,4,256,4
1259,4,257,4
1260,4,258,5
1261,4,259,4
1262,4,260,5
1263,4,261,2
1264,4,262,5
1265,4,263,5
1266,4,264,4
1267,4,265,3
1268,4,266,4
1269,4,267,3
1270,4,268,5
1271,4,269,3
1272,4,270,5
1273,4,271,4
1274,4,272,5
1275,4,273,5
1276,4,274,4
1277,4,275,5
1278,4,276,5
1279,4,277,5
1280,4,278,3
1281,4,279,5
1282,4,280,3
1283,4,281,3
1284,4,282,5
1285,4,283,5
1286,4,284,5
1287,4,285,3
1288,4,286,5
1289,4,287,2
1290,4,288,2
1291,4,289,4
1292,4,290,5
1293,4,291,4
1294,4,292,4
1295,4,293,5
1296,4,294,4
1297,4,295,4
1298,4,296,5
1299,4,297,5
1300,4,298,5
1301,4,299,5
1302,4,300,5
1303,4,301,5
1304,4,302,4
1305,4,303,3
1306,4,304,5
1307,4,305,4
1308,4,306,4
1309,4,307,5
1310,4,308,5
1311,4,309,5
1312,4,310,4
1313,4,311,5
1314,4,312,5
1315,4,313,5
1316,4,314,4
1317,4,315,5
1318,4,316,4
1319,4,317,4
1320,4,318,3
1321,4,319,4
1322,4,320,4
1323,4,321,3
1324,4,322,5
1325,4,323,4
1326,4,324,5
1327,4,325,4
1328,4,326,3
1329,4,327,4
1330,4,328,5
1331,4,329,5
1332,4,330,4
1333,4,331,5
1334,4,332,4
1335,4,333,4
1336,5,0,4
1337,5,1,5
1338,5,2,4
1339,5,3,5
1340,5,4,5
1341,5,5,4
1342,5,6,5
1343,5,7,3
1344,5,8,5
1345,5,9,4
1346,5,10,5
1347,5,11,5
1348,5,12,4
1349,5,13,4
1350,5,14,5
1351,5,15,3
1352,5,16,5
1353,5,17,4
1354,5,18,5
1355,5,19,5
1356,5,20,4
1357,5,21,5
1358,5,22,3
1359,5,23,5
1360,5,24,4
1361,5,25,5
1362,5,26,4
1363,5,27,5
1364,5,28,5
1365,5,29,3
1366,5,30,3
1367,5,31,3
1368,5,32,5
1369,5,33,4
1370,5,34,3
1371,5,35,5
1372,5,36,4
1373,5,37,3
1374,5,38,5
1375,5,39,3
1376,5,40,4
1377,5,41,3
1378,5,42,4
1379,5,43,4
1380,5,44,4
1381,5,45,3
1382,5,46,4
1383,5,47,4
1384,5,48,3
1385,5,49,5
1386,5,50,3
1387,5,51,4
1388,5,52,5
1389,5,53,5
1390,5,54,4
1391,5,55,5
1392,5,56,5
1393,5,57,3
1394,5,58,5
1395,5,59,5
1396,5,60,5
1397,5,61,5
1398,5,62,2
1399,5,63,4
1400,5,64,4
1401,5,65,4
1402,5,66,3
1403,5,67,4
1404,5,68,5
1405,5,69,5
1406,5,70,3
1407,5,71,4
1408,5,72,5
1409,5,73,5
1410,5,74,4
1411,5,75,4
1412,5,76,4
1413,5,77,3
1414,5,78,4
1415,5,79,5
1416,5,80,4
1417,5,81,5
1418,5,82,5
1419,5,83,4
1420,5,84,5
1421,5,85,3
1422,5,86,5
1423,5,87,5
1424,5,88,5
1425,5,89,2
1426,5,90,4
1427,5,91,5
1428,5,92,5
1429,5,93,5
1430,5,94,3
1431,5,95,4
1432,5,96,5
1433,5,97,5
1434,5,98,3
1435,5,99,5
1436,5,100,3
1437,5,101,4
1438,5,102,3
1439,5,103,5
1440,5,104,5
1441,5,105,5
1442,5,106,3
1443,5,107,5
1444,5,108,5
1445,5,109,5
1446,5,110,5
1447,5,111,4
1448,5,112,4
1449,5,113,4
1450,5,114,4
1451,5,115,5
1452,5,116,4
1453,5,117,4
1454,5,118,4
1455,5,119,5
1456,5,120,5
1457,5,121,3
1458,5,122,4
1459,5,123,4
1460,5,124,2
1461,5,125,5
1462,5,126,4
1463,5,127,3
1464,5,128,5
1465,5,129,5
1466,5,130,5
1467,5,131,5
1468,5,132,4
1469,5,133,5
1470,5,134,5
1471,5,135,5
1472,5,136,4
1473,5,137,3
1474,5,138,2
1475,5,139,5
1476,5,140,5
1477,5,141,4
1478,5,142,3
1479,5,143,4
1480,5,144,4
1481,5,145,5
1482,5,146,4
1483,5,147,4
1484,5,148,1
1485,5,149,4
1486,5,150,5
1487,5,151,4
1488,5,152,4
1489,5,153,5
1490,5,154,5
1491,5,155,3
1492,5,156,4
1493,5,157,4
1494,5,158,5
1495,5,159,2
1496,5,160,5
1497,5,161,4
1498,5,162,5
1499,5,163,4
1500,5,164,3
1501,5,165,4
1502,5,166,4
1503,5,167,5
1504,5,168,4
1505,5,169,4
1506,5,170,3
1507,5,171,4
1508,5,172,3
1509,5,173,4
1510,5,174,5
1511,5,175,5
1512,5,176,4
1513,5,177,5
1514,5,178,5
1515,5,179,4
1516,5,180,4
1517,5,181,5
1518,5,182,5
1519,5,183,4
1520,5,184,4
1521,5,185,3
1522,5,186,5
1523,5,187,3
1524,5,188,3
1525,5,189,5
1526,5,190,5
1527,5,191,5
1528,5,192,5
1529,5,193,4
1530,5,194,3
1531,5,195,5
1532,5,196,4
1533,5,197,4
1534,5,198,5
1535,5,199,4
1536,5,200,5
1537,5,201,4
1538,5,202,5
1539,5,203,5
1540,5,204,3
1541,5,205,5
1542,5,206,2
1543,5,207,3
1544,5,208,4
1545,5,209,3
1546,5,210,3
1547,5,211,5
1548,5,212,3
1549,5,213,4
1550,5,214,5
1551,5,215,4
1552,5,216,3
1553,5,217,5
1554,5,218,4
1555,5,219,5
1556,5,220,3
1557,5,221,5
1558,5,222,5
1559,5,223,4
1560,5,224,3
1561,5,225,3
1562,5,226,5
1563,5,227,3
1564,5,228,5
1565,5,229,4
1566,5,230,4
1567,5,231,5
1568,5,232,3
1569,5,233,3
1570,5,234,5
1571,5,235,4
1572,5,236,3
1573,5,237,5
1574,5,238,2
1575,5,239,5
1576,5,240,5
1577,5,241,5
1578,5,242,3
1579,5,243,1
1580,5,244,5
1581,5,245,4
1582,5,246,5
1583,5,247,3
1584,5,248,5
1585,5,249,5
1586,5,250,5
1587,5,251,4
1588,5,252,4
1589,5,253,2
1590,5,254,4
1591,5,255,5
1592,5,256,5
1593,5,257,5
1594,5,258,3
1595,5,259,3
1596,5,260,3
1597,5,261,4
1598,5,262,5
1599,5,263,5
1600,5,264,4
1601,5,265,5
1602,5,266,3
1603,5,267,5
1604,5,268,4
1605,5,269,4
1606,5,270,5
1607,5,271,4
1608,5,272,3
1609,5,273,3
1610,5,274,3
1611,5,275,5
1612,5,276,4
1613,5,277,5
1614,5,278,4
1615,5,279,5
1616,5,280,4
1617,5,281,4
1618,5,282,5
1619,5,283,4
1620,5,284,5
1621,5,285,3
1622,5,286,4
1623,5,287,4
1624,5,288,3
1625,5,289,3
1626,5,290,5
1627,5,291,3
1628,5,292,5
1629,5,293,3
1630,5,294,4
1631,5,295,4
1632,5,296,5
1633,5,297,4
1634,5,298,5
1635,5,299,2
1636,5,300,3
1637,5,301,5
1638,5,302,5
1639,5,303,5
1640,5,304,5
1641,5,305,2
1642,5,306,3
1643,5,307,5
1644,5,308,5
1645,5,309,5
1646,5,310,4
1647,5,311,4
1648,5,312,4
1649,5,313,4
1650,5,314,5
1651,5,315,5
1652,5,316,5
1653,5,317,5
1654,5,318,4
1655,5,319,4
1656,5,320,4
1657,5,321,4
1658,5,322,5
1659,5,323,3
1660,5,324,5
1661,5,325,4
1662,5,326,4
